Price,Close,High,Low,Open,Volume
Ticker,LT.NS,LT.NS,LT.NS,LT.NS,LT.NS
Date,,,,,
2002-07-01,30.169187545776367,30.384730574615705,29.927118245941234,29.927118245941234,3709080
2002-07-02,30.24213409423828,30.54057734922165,30.17581273842735,30.258713010108107,2500024
2002-07-03,29.903898239135742,30.407931381597646,29.860787370158768,30.35819179314834,1910772
2002-07-04,29.787839889526367,30.126075414244607,29.72152137488505,30.026596219199615,1515924
2002-07-05,29.860795974731445,30.01001762924401,29.694995401346965,29.694995401346965,1038928
2002-07-08,30.43446159362793,30.490832749758646,29.844209537979705,30.325032218140006,1772149
2002-07-09,30.30182647705078,30.756120118588186,30.218923352109034,30.507419282261125,2892991
2002-07-10,30.21891975402832,30.37477294264947,29.844210652424405,29.927110921329394,1063845
2002-07-11,29.960275650024414,30.341616369327653,29.920483401721793,30.159236891537528,1413315
2002-07-12,30.109481811523438,30.258700531310968,29.903889108695704,30.175800293818572,1485990
2002-07-15,30.0100154876709,30.126076449990965,29.645253683021892,30.126076449990965,2159154
2002-07-16,29.8873233795166,30.092916192586195,29.51261137280687,29.51261137280687,1652139
2002-07-17,29.671775817871094,29.844210768644174,29.45623568711191,29.678410230188533,1308973
2002-07-18,29.860795974731445,29.943696261423685,29.622042465977877,29.76131676916729,1634161
2002-07-19,30.019968032836914,30.126081662905236,29.67841950001798,29.67841950001798,4430164
2002-07-22,27.970659255981445,28.799664869740994,27.864545649416435,28.799664869740994,2559451
2002-07-23,27.930866241455078,28.26247018554251,27.622475626535152,27.98724024964792,1543779
2002-07-24,27.731904983520508,27.98060580669307,27.6887969546839,27.721957633673423,1839717
2002-07-25,27.18475914001465,28.269099895965496,26.9592688143808,28.269099895965496,9698058
2002-07-26,27.058748245239258,27.390349289529084,26.942687310504727,27.09190891890133,2582338
2002-07-29,26.760313034057617,27.35056523255902,26.54477286002135,27.174817309588395,1608246
2002-07-30,26.388914108276367,27.191390528870095,26.19658446074446,27.191390528870095,1532263
2002-07-31,26.322586059570312,26.528178786993863,25.908084822520006,26.047356213549516,1588950
2002-08-01,26.080528259277344,26.4784507589038,26.030788658365594,26.030788658365594,939127
2002-08-02,26.22974967956543,26.312649962417883,25.699184453910313,25.94788814863386,1121058
2002-08-05,27.191390991210938,27.340612615508455,26.362385445982873,26.362385445982873,1788777
2002-08-06,27.0521240234375,27.17481655697805,26.544772124860174,27.00901598982413,968539
2002-08-07,27.125072479248047,27.3406126117414,27.058751124865896,27.3406126117414,884349
2002-08-08,27.18475914001465,27.95407773515804,27.108490437113957,27.191390706151108,2182081
2002-08-09,27.50641632080078,28.1364607215272,27.174815203014703,27.19139412043757,3620929
2002-08-12,27.655635833740234,28.086718961383244,27.416882364230183,27.63905691759337,2180412
2002-08-13,27.68216323852539,27.904337778186616,27.483202026204026,27.672213043285055,844686
2002-08-14,27.804859161376953,27.937499037147923,27.56610567728959,27.688798202765092,893839
2002-08-15,27.804859161376953,27.804859161376953,27.804859161376953,27.804859161376953,0
2002-08-16,28.285680770874023,28.517802678725207,27.854597634316956,27.93086634250137,2908156
2002-08-19,28.434904098510742,28.816247662158823,28.28568245654705,28.726712969280953,4380849
2002-08-20,28.61065101623535,28.6670250260367,28.401742432430684,28.51780338924794,1884010
2002-08-21,28.92567253112793,29.031786135325145,28.202780540063834,28.352002173367374,3296326
2002-08-22,29.197586059570312,29.263907416543343,28.965467002496435,29.14784646492347,4005877
2002-08-23,29.794471740722656,29.927111604766555,29.12463516189428,29.50597583833265,6834802
2002-08-26,30.633426666259766,30.915288174811064,29.93706093019235,29.93706093019235,11248938
2002-08-27,30.78927230834961,30.965020167806944,30.0265882462446,30.822432979948136,8647789
2002-08-28,30.689800262451172,30.772703391459356,30.21892483436232,30.21892483436232,4746235
2002-08-29,31.0147647857666,31.17061796095635,30.74948224043322,31.004814591269565,5962054
2002-08-30,30.45104217529297,30.673216721370352,30.202341364250476,30.42451591032786,4825647
2002-09-02,30.325037002563477,31.00482099714974,27.705377374252276,30.65663811811793,2064600
2002-09-03,29.837587356567383,30.20898077804977,29.761318632648404,29.84421892453138,3253635
2002-09-04,29.84421157836914,29.97021987716762,29.346807103341053,29.678411035415046,2993845
2002-09-05,30.175811767578125,30.358194067107473,29.80441844855058,29.86078960686017,2468727
2002-09-06,29.854154586791992,30.374769468278505,29.804415000371527,30.258708535853827,1862496
2002-09-09,29.837587356567383,30.003387940333333,29.605465400828447,29.761318632648404,921829
2002-09-10,29.837587356567383,29.837587356567383,29.837587356567383,29.837587356567383,0
2002-09-11,29.860795974731445,30.01001762924401,29.81105637194937,29.986807142823327,799830
2002-09-12,30.126073837280273,30.334982412872158,29.811051659184407,29.84421233785227,1589184
2002-09-13,30.036544799804688,31.120882870274276,29.9768550033999,30.523999137057142,2314170
2002-09-16,30.019968032836914,30.242142645308096,29.97685999322061,30.17582127074457,954940
2002-09-17,30.20897674560547,30.308458790285588,30.019962853029536,30.13602381540661,767758
2002-09-18,30.185758590698242,30.474254481849965,29.844210171394554,29.844210171394554,1567084
2002-09-19,30.126073837280273,30.285242817953304,29.84421233785227,29.84421233785227,1522656
2002-09-20,30.169187545776367,30.2753011682588,29.84421795674654,29.84421795674654,1161648
2002-09-23,30.119449615478516,30.21892882957446,30.07634157654806,30.19240255710438,893119
2002-09-24,29.645254135131836,30.159237591483254,29.38991887566721,29.993437027402056,1465078
2002-09-25,28.99199104309082,29.512605970721804,28.89914342738773,29.505974404766675,2070009
2002-09-26,28.550960540771484,29.346805377069682,28.478007623083208,29.01520431066731,2245162
2002-09-27,28.169620513916016,28.726711968075943,28.1032991539845,28.683603937970258,5235849
2002-09-30,27.798227310180664,28.31884230381003,27.698745269745455,27.937498751390745,2770704
2002-10-01,27.688793182373047,27.88775438303788,27.400300152950418,27.400300152950418,956223
2002-10-02,27.688793182373047,27.688793182373047,27.688793182373047,27.688793182373047,0
2002-10-03,27.821434020996094,28.136456170403893,27.72195484021764,27.93749496268137,1258051
2002-10-04,27.897708892822266,28.070143875105888,27.771700574416013,28.00382250913786,951331
2002-10-07,28.2790470123291,28.385160608135863,27.904337913213055,28.17956498260419,1377747
2002-10-08,28.36857795715332,28.494589093419755,28.279046125524527,28.494589093419755,2341683
2002-10-09,28.527755737304688,28.716769653940307,28.36195515456577,28.511176817497393,1962693
2002-10-10,28.53438377380371,28.84940310289922,28.245887864305256,28.766502830058425,848902
2002-10-11,28.53438377380371,28.92567180929929,28.434901738695245,28.92567180929929,1389636
2002-10-14,30.019968032836914,30.126081662905236,29.55572694939209,29.721527539634288,8814321
2002-10-15,30.019968032836914,30.019968032836918,30.019968032836918,30.019968032836918,0
2002-10-16,30.252086639404297,30.318408006605587,30.019964700366078,30.318408006605587,2409858
2002-10-17,31.35300064086914,31.445851106729364,30.13602000465205,30.24213360299269,4899537
2002-10-18,31.263469696044922,31.668023709894708,30.590317318644885,31.502223164497174,3001617
2002-10-21,31.22037124633789,31.33643223295625,30.77270906719092,31.33643223295625,1880032
2002-10-22,30.822433471679688,31.916721421062615,30.766059475213236,31.916721421062615,1635525
2002-10-23,30.76606559753418,30.839018521499085,30.616846812514204,30.79922627626058,1090525
2002-10-24,30.71632194519043,30.921914710738182,30.666582356753903,30.756114185172756,1062405
2002-10-25,30.7726993560791,30.988239493970156,30.341613387965342,30.341613387965342,1884136
2002-10-28,30.73953628540039,30.839015465555974,30.6732149345196,30.839015465555974,1037448
2002-10-29,31.1142520904541,31.170626104725766,30.50742099120328,30.673221558042346,1670868
2002-10-30,31.06451416015625,31.13083552892485,30.673223207520966,31.071145727799838,1123609
2002-10-31,31.263469696044922,31.33642261909964,30.981608199635943,30.981608199635943,3234775
2002-11-01,31.319843292236328,31.545333645363584,31.08772137216405,31.08772137216405,2127649
2002-11-04,31.462430953979492,31.585123471553764,31.369583331535676,31.502223198764817,461115
2002-11-05,32.026153564453125,32.23174919852375,31.37953030596511,31.502222822072266,2325154
2002-11-06,32.026153564453125,32.026153564453125,32.026153564453125,32.026153564453125,0
2002-11-07,31.618288040161133,32.22512198242555,31.512174425622277,32.22512198242555,1580611
2002-11-08,32.40748977661133,32.70593296465071,31.833816723709152,32.082520329130354,4796464
2002-11-11,32.3245964050293,32.64625013855614,32.18200634551437,32.49702851276903,1813365
2002-11-12,32.175376892089844,32.28149049791014,31.99962898967326,32.20853757179406,1793362
2002-11-13,31.883560180664062,32.39754347406708,31.75091749451795,32.28148254677186,3112983
2002-11-14,31.876935958862305,32.198589708382855,31.79403568400645,31.833825083617974,1496961
2002-11-15,31.94325065612793,32.15879362194403,31.634862922807287,32.00957200655836,1876644
2002-11-18,31.910091400146484,32.57329639545072,31.353000001017325,32.082526349701695,4090977
2002-11-19,31.910091400146484,31.910091400146484,31.910091400146484,31.910091400146484,0
2002-11-20,31.94325065612793,32.075893356988786,31.0048157860494,31.8504030424578,3215218
2002-11-21,32.331233978271484,33.723965616158885,32.28149437582302,33.07733939966364,5462640
2002-11-22,33.700748443603516,34.12188423996767,31.966468507532145,32.397551654019246,13755784
2002-11-25,33.01101303100586,34.304259464230405,32.888320522844346,34.21472763187361,11834545
2002-11-26,33.027587890625,33.45867093082573,32.67277354156099,32.99442721889182,4445869
2002-11-27,33.22655487060547,34.2876823203344,32.67941080698228,32.99443297414922,17878828
2002-11-28,33.89970016479492,34.12187466552897,33.442090879716304,33.50840937475998,7935615
2002-11-29,34.005821228027344,34.65244448559254,33.508416751785475,34.50322570426921,6705027
2002-12-02,33.87318801879883,35.448299182553995,33.684174109914935,35.448299182553995,4943533
2002-12-03,33.027587890625,34.10529406804418,32.92147431031189,34.10529406804418,2909682
2002-12-04,32.4638786315918,33.16024164552326,31.999634724859842,31.999634724859842,2827377
2002-12-05,32.72915267944336,33.43546576740545,32.540141642913035,32.57993104330597,3419167
2002-12-06,33.30282211303711,33.4089357072013,32.72914896335133,33.16023205982165,2154298
2002-12-09,33.01101303100586,33.98923731333404,32.70593822900122,33.468622387847184,2670601
2002-12-10,33.027587890625,33.160227731392425,32.55671261357752,32.828626706391226,1149660
2002-12-11,32.77225875854492,33.309455478195616,32.66283222164621,33.16023385094089,1602972
2002-12-12,32.795475006103516,32.9546439970324,32.60646111783396,32.9546439970324,617044
2002-12-13,32.93806457519531,33.30282636612587,32.82863518406634,32.82863518406634,2313391
2002-12-16,32.8883171081543,33.32602887560031,32.745727070848375,33.32602887560031,1658191
2002-12-17,32.47381591796875,32.994430836616985,32.39091565262873,32.994430836616985,976140
2002-12-18,33.14366149902344,33.70075302801535,32.53019595266744,32.67941760947472,9846864
2002-12-19,33.25308609008789,33.641058356991564,33.13702513450154,33.13702513450154,2943229
2002-12-20,33.06076431274414,33.60790854159179,32.921489994346565,33.31941255238729,2145852
2002-12-23,32.94469451904297,33.23650336817862,32.59651166233049,32.59651166233049,1300698
2002-12-24,33.186763763427734,33.326035198371905,32.8286335570723,32.8286335570723,1627767
2002-12-25,33.186763763427734,33.186763763427734,33.186763763427734,33.186763763427734,0
2002-12-26,33.36914825439453,33.922923939456496,33.02096537502335,33.16023681907219,8073936
2002-12-27,34.29763412475586,34.40374773736188,33.32603838580465,33.32603838580465,6796165
2002-12-30,34.93431854248047,35.11669805244173,34.420332161226185,34.6524541249647,7411014
2002-12-31,35.36539077758789,35.4814488771748,34.9276732590929,35.06694753246234,4987710
2003-01-01,35.10010528564453,35.54113570430305,34.98404434955908,35.43170633379412,2485881
2003-01-02,34.911094665527344,35.43170961159733,34.8281943958208,35.14984812536195,2634268
2003-01-03,33.939510345458984,35.14985980857217,33.82344936006,34.93431960492645,3617793
2003-01-06,33.31940460205078,34.15504462071104,33.16023561681377,34.04893101516438,3239698
2003-01-07,33.85659408569336,33.97265501637263,33.302818539532815,33.65763289683824,2724322
2003-01-08,34.54633331298828,34.78508677561085,33.74053824201278,33.8665465395915,6860502
2003-01-09,34.30427169799805,34.56292278458383,33.491847658796935,34.486654056883324,1652395
2003-01-10,33.94944381713867,34.363947980132885,33.68416411283453,34.29762663097409,1340140
2003-01-13,33.98923873901367,34.552964559008096,33.80022771748029,33.98923873901367,2794941
2003-01-14,34.08208465576172,34.15503756662261,33.74053342624588,33.75711518571356,1326222
2003-01-15,34.038978576660156,34.413687654154735,33.916283226562825,34.39710873990674,2034202
2003-01-16,33.60126876831055,34.18157069682027,33.50841829666287,34.0555623919048,2021215
2003-01-17,33.641056060791016,33.95608107259391,33.57473755224399,33.707377415503814,1466334
2003-01-20,32.91153335571289,33.740538925415656,32.805419754787195,33.607899058882914,1949940
2003-01-21,32.91153335571289,33.28624531907079,32.795472405184555,32.99443362806659,2044692
