Price,Close,High,Low,Open,Volume
Ticker,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
Date,,,,,
2002-07-01,17.831417083740234,18.321716093847748,17.61207211297553,18.037858772206555,2047540
2002-07-02,18.97974967956543,19.61197662953524,17.90883146518976,18.063662720717677,5546354
2002-07-03,19.93454360961914,19.999057313368468,18.908786142250985,18.966847528148456,5745267
2002-07-04,19.437793731689453,20.43774599296919,19.186192586898965,19.999057407441008,3896601
2002-07-05,19.637784957885742,19.77326198026829,19.12167937285324,19.22490021915204,3261038
2002-07-08,19.334569931030273,19.79261269307564,19.282959517096664,19.786161729718504,2092667
2002-07-09,19.224895477294922,19.64423107710775,19.108772730619922,19.444240398347283,1026800
2002-07-10,19.1539363861084,19.35392575526697,19.095873646476747,19.32812054438795,1513611
2002-07-11,19.012004852294922,19.218446515468724,18.837819360607448,19.218446515468724,1454750
2002-07-12,19.012004852294922,19.45069338653925,18.928138265015143,19.353923518541954,475040
2002-07-15,18.71525001525879,19.09587728666683,18.579772970702955,19.082975355537094,535634
2002-07-16,18.553958892822266,18.708790113658097,18.379773430997435,18.579764096294905,1400542
2002-07-17,18.682987213134766,18.79911131984466,18.45074035325322,18.579766386520745,1242741
2002-07-18,18.702341079711914,18.831367110379944,18.579766012192735,18.721695322696675,1076009
2002-07-19,18.779756546020508,19.35392203945866,18.063660389689655,18.450739832097103,4412276
2002-07-22,18.6442813873291,18.708795089939493,18.205592811609133,18.579769038257147,1842252
2002-07-23,18.734600067138672,18.8120156971847,18.528158387015925,18.695891575346444,2576926
2002-07-24,18.270109176635742,18.612027925035537,18.147534071290618,18.463647605593476,1909121
2002-07-25,18.03140640258789,18.941041036656063,17.895929393474592,18.70879415523111,2055350
2002-07-26,17.71529197692871,17.83786569815383,17.457239900341676,17.676583488671508,1349804
2002-07-29,18.29591178894043,18.579769103640494,17.418533280874506,17.870125140121107,1999052
2002-07-30,17.799158096313477,18.82491541221152,17.41853095495221,18.82491541221152,3601317
2002-07-31,18.14107894897461,18.321714052720544,17.32821286088795,17.612070150906074,1734975
2002-08-01,18.676536560058594,18.818465886065322,18.160432381012967,18.308812670873177,2501174
2002-08-02,18.147531509399414,18.708795175158798,16.786304966027203,18.708795175158798,987239
2002-08-05,17.68948745727539,18.192688349422184,17.521752924200893,18.0636623061104,1550274
2002-08-06,17.59272003173828,17.754002269911137,17.41208354599389,17.670135668485877,1488140
2002-08-07,17.650781631469727,17.99915267775888,17.48949939137294,17.805612906811895,1053602
2002-08-08,17.515304565429688,17.741100513192,17.43788892792877,17.689490088191388,881501
2002-08-09,17.502395629882812,17.54755507555841,17.37336960905119,17.48304138837354,1368873
2002-08-12,17.334667205810547,17.66368398702106,17.192737867430136,17.418533803832524,467516
2002-08-13,17.328216552734375,17.547561545795332,17.03145727216792,17.41853547738848,710748
2002-08-14,17.070159912109375,17.547556916027045,16.973390047951458,17.366920467916785,573578
2002-08-15,17.070159912109375,17.070159912109375,17.070159912109375,17.070159912109375,0
2002-08-16,17.315311431884766,17.40562898635699,17.09596647924359,17.09596647924359,416421
2002-08-19,17.53465461730957,17.612070242261527,17.295956778758946,17.295956778758946,297099
2002-08-20,17.41853141784668,17.805609532855282,17.386275246647205,17.799158569323048,533890
2002-08-21,17.45724105834961,17.51530244104856,17.392727358154254,17.418532567524718,326172
2002-08-22,17.34111785888672,17.418533491102902,17.095967680099573,17.418533491102902,1088593
2002-08-23,17.97979736328125,18.192690015861956,17.289507629948467,17.289507629948467,1992430
2002-08-26,17.97979736328125,18.450743479661426,17.87657651917685,18.17978808711814,1476348
2002-08-27,18.03140640258789,18.25720232013563,17.74109813919129,18.15398148394676,2143086
2002-08-28,17.96689224243164,18.437838310619505,17.88302700710191,17.915284532737452,1792769
2002-08-29,17.921735763549805,18.063663745734864,17.76045218140245,17.966893867154145,680449
2002-08-30,18.52815818786621,18.637829990868006,18.06366305904423,18.19268910773411,2018241
2002-09-02,18.353971481323242,18.77330577370883,18.224945441086266,18.579767390122527,559938
2002-09-03,18.11527442932129,18.38622982256065,17.966894127155413,18.205593344913904,311476
2002-09-04,17.986248016357422,18.05076171957534,17.792709613780566,17.831416752880557,225780
2002-09-05,18.083017349243164,18.192689152514916,17.870124706765434,18.179787224383375,611853
2002-09-06,18.43783950805664,18.592672121963094,17.934637235091326,18.09592081312851,1450828
2002-09-09,18.237844467163086,18.51524937380291,17.547553621010675,18.50234744955827,1168799
2002-09-10,18.237844467163086,18.237844467163086,18.237844467163086,18.237844467163086,0
2002-09-11,18.579769134521484,18.760405607812665,18.38622937922599,18.431390189471845,997804
2002-09-12,18.579769134521484,18.837821239223175,18.392680343458924,18.721698468876635,1523280
2002-09-13,18.48944854736328,18.78620911767542,16.96693991390881,16.96693991390881,699270
2002-09-16,18.418487548828125,18.573320181957445,18.192691594373667,18.56686786348722,1936346
2002-09-17,18.547515869140625,18.579773404796068,18.26365848872852,18.270110807982864,862224
2002-09-18,18.624929428100586,18.708796027512392,18.27010742980798,18.437840628631587,792280
2002-09-19,18.857173919677734,19.03135806073437,18.48299772216033,18.579767591772907,1652959
2002-09-20,18.173336029052734,18.547510889643643,17.74109843199353,18.06366287363822,1619717
2002-09-23,17.80560874938965,18.179784920869633,17.80560874938965,18.07011313149411,989037
2002-09-24,17.908830642700195,18.06366189111726,17.04435549560243,17.48304403278411,1344084
2002-09-25,17.676584243774414,17.93463633138484,17.61207054510263,17.93463633138484,775428
2002-09-26,17.463695526123047,18.553966855924767,17.063714023861653,17.74110192089737,13899418
2002-09-27,17.80560874938965,18.321712880025323,17.418530651412894,17.418530651412894,6507935
2002-09-30,18.10236930847168,18.257200547723944,17.663680797256937,17.805608756469056,4397541
2002-10-01,18.689441680908203,18.78621156238892,17.81851545465873,17.966894405585535,4019493
2002-10-02,18.689441680908203,18.689441680908203,18.689441680908203,18.689441680908203,0
2002-10-03,18.33462142944336,18.70879770846187,18.199144394599863,18.644283996822004,1520359
2002-10-04,18.495899200439453,18.605570986757726,18.06366031115852,18.321712369282807,1157744
2002-10-07,18.476551055908203,18.57977191322611,18.224949877811135,18.57977191322611,653697
2002-10-08,17.870121002197266,18.45073877913505,17.81851059329338,18.45073877913505,947045
2002-10-09,17.63787841796875,18.108823174466316,17.554010468109862,18.05076178882436,1084429
2002-10-10,17.43143081665039,17.741093239698657,17.418527538921047,17.741093239698657,1559904
2002-10-11,17.792707443237305,17.9862458222043,17.56691153982724,17.741097028374337,1045808
2002-10-14,17.883026123046875,18.128174913820263,17.676583112630688,17.883026123046875,772557
2002-10-15,17.883026123046875,17.883026123046875,17.883026123046875,17.883026123046875,0
2002-10-16,17.766904830932617,18.192690138975397,17.58626835252752,18.128177787742818,597047
2002-10-17,17.63787841796875,17.93463766400199,17.470143871789432,17.831416821288087,849447
2002-10-18,16.7153377532959,17.676582711472587,16.46373800483953,17.67013174822612,2893610
2002-10-21,16.902427673339844,17.089516463588367,16.689535026271873,17.031455078667726,1704857
